title,year,feminism,dubious,stars,numVotes,titleType,runtimeMinutes,first_genre,second_genre,third_genre,full feminist
Sorceress,1982,3,no,4.4,2590.0,movie,83.0,Action,Adventure,Fantasy,1
Silkwood,1983,3,no,7.1,21981.0,movie,131.0,Biography,Drama,History,1
Christine,1983,1,no,6.8,91576.0,movie,110.0,Horror,Thriller,,0
Star Wars: Episode VI - Return of the Jedi,1983,1,no,8.3,1111276.0,movie,131.0,Action,Adventure,Fantasy,0
Educating Rita,1983,3,no,7.2,14820.0,movie,110.0,Comedy,Drama,,1
Trading Places,1983,1,no,7.5,164386.0,movie,116.0,Comedy,,,0
"Hunger, The",1983,3,no,6.6,28791.0,movie,97.0,Drama,Horror,,1
"Ballad of Narayama, The",1983,3,no,7.8,9007.0,movie,130.0,Drama,,,1
Yellowbeard,1983,1,no,5.9,8486.0,movie,96.0,Action,Adventure,Comedy,0
Breathless,1983,0,no,6.0,10302.0,movie,100.0,Action,Drama,Romance,0
Rumble Fish,1983,2,no,7.1,37227.0,movie,94.0,Crime,Drama,Romance,0
El Norte,1983,3,no,7.7,5531.0,movie,141.0,Adventure,Drama,,1
Dark Habits,1983,3,no,6.5,8301.0,movie,114.0,Comedy,Drama,,1
Local Hero,1983,1,no,7.3,26412.0,movie,111.0,Comedy,Drama,,0
Born in Flames,1983,3,no,6.5,1986.0,movie,79.0,Comedy,Drama,Sci-Fi,1
Lianna,1983,3,no,6.9,1819.0,movie,110.0,Drama,Romance,,1
WarGames,1983,1,no,7.1,109560.0,movie,114.0,Action,Drama,Sci-Fi,0
Videodrome,1983,2,yes,7.2,101859.0,movie,87.0,Horror,Sci-Fi,Thriller,0
Flashdance,1983,3,no,6.2,58900.0,movie,95.0,Drama,Music,Romance,1
Superman III,1983,3,no,5.0,74249.0,movie,125.0,Action,Adventure,Comedy,1
Terms of Endearment,1983,1,yes,7.4,64826.0,movie,132.0,Comedy,Drama,,0
Go for It,1983,0,no,7.1,10822.0,movie,107.0,Action,Adventure,Comedy,0
"Man With Two Brains, The",1983,1,no,6.4,27687.0,movie,93.0,Comedy,Romance,Sci-Fi,0
Los renglones torcidos de Dios,1983,3,no,5.3,130.0,movie,103.0,Drama,Mystery,Thriller,1
Hercules,1983,3,yes,4.1,4369.0,movie,98.0,Adventure,Fantasy,History,1
Scarface,1983,1,no,8.3,906213.0,movie,170.0,Crime,Drama,,0
"Dead Zone, The",1983,1,no,7.2,76456.0,movie,103.0,Drama,Horror,Sci-Fi,0
A Christmas Story,1983,1,no,7.9,168175.0,movie,93.0,Comedy,Family,,0
Merry Christmas Mr Lawrence,1983,0,no,7.2,19812.0,movie,123.0,Drama,War,,0
Krull,1983,1,no,6.1,35927.0,movie,116.0,Action,Adventure,Fantasy,0
Mickey&#39;s Christmas Carol,1983,1,no,8.0,15245.0,short,26.0,Animation,Comedy,Family,0
Octopussy,1983,2,no,6.5,112201.0,movie,131.0,Action,Adventure,Thriller,0
"Meaning of Life , The",1983,1,no,7.5,124724.0,movie,107.0,Comedy,Musical,,0
"4th Man, The",1983,1,no,7.2,8469.0,movie,102.0,Drama,Mystery,Thriller,0
Jaws 3-D,1983,3,no,3.7,47894.0,movie,99.0,Adventure,Horror,Thriller,1
Mortelle randonn&eacute;e,1983,3,no,7.0,2658.0,movie,120.0,Crime,Mystery,Romance,1
El pico,1983,1,no,6.8,1157.0,movie,110.0,Drama,,,0
"Outsiders, The",1983,2,no,7.0,96073.0,movie,91.0,Crime,Drama,,0
Yentl,1983,3,no,6.6,15516.0,movie,133.0,Drama,Musical,Romance,1
Cujo,1983,3,yes,6.1,50504.0,movie,93.0,Horror,Thriller,,1
Barefoot Gen,1983,3,yes,8.0,9086.0,movie,83.0,Animation,Biography,Drama,1
Strange Brew,1983,1,no,6.6,18501.0,movie,90.0,Comedy,Crime,Sci-Fi,0
Deathstalker,1983,1,yes,4.6,6037.0,movie,80.0,Action,Adventure,Fantasy,0
Wild Style,1983,3,no,7.0,2925.0,movie,82.0,Drama,Music,,1
"Best Christmas Pageant Ever, The",1983,3,no,7.2,818.0,tvMovie,48.0,Comedy,Family,,1
Suburbia,1983,3,no,6.9,5938.0,movie,94.0,Drama,Thriller,,1
Risky Business,1983,3,yes,6.8,98817.0,movie,99.0,Comedy,Crime,Drama,1
Under Fire,1983,1,no,7.0,8417.0,movie,128.0,Drama,War,,0
Die Supernasen,1983,1,no,4.6,1272.0,movie,88.0,Comedy,,,0
Women&#39;s Prison Massacre,1983,3,no,4.6,1207.0,movie,89.0,Action,Crime,Drama,1
Ghostbusters,1984,2,yes,7.8,441280.0,movie,105.0,Action,Comedy,Fantasy,0
Gremlins,1984,1,no,7.3,245811.0,movie,106.0,Comedy,Fantasy,Horror,0
Conan the Destroyer,1984,3,yes,5.9,84760.0,movie,103.0,Action,Adventure,Fantasy,1
"Bostonians, The",1984,3,no,6.2,2385.0,movie,122.0,Drama,Romance,,1
Kaze no tani no Naushika,1984,3,no,8.0,180640.0,movie,117.0,Adventure,Animation,Sci-Fi,1
Police Academy,1984,3,yes,6.7,136104.0,movie,96.0,Comedy,,,1
Amadeus,1984,3,no,8.4,424064.0,movie,160.0,Biography,Drama,Music,1
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,3,no,6.2,28950.0,movie,103.0,Adventure,Comedy,Sci-Fi,1
"Paris, Texas",1984,1,no,8.1,116612.0,movie,145.0,Drama,,,0
Indiana Jones and the Temple of Doom,1984,0,no,7.5,531544.0,movie,118.0,Action,Adventure,,0
What Have I Done to Deserve This?,1984,3,no,7.1,11033.0,movie,101.0,Comedy,Drama,,1
Star Trek III: The Search for Spock,1984,1,no,6.6,85635.0,movie,105.0,Action,Adventure,Sci-Fi,0
"Terminator, The",1984,3,no,8.1,915838.0,movie,107.0,Action,Sci-Fi,,1
Sixteen Candles,1984,3,no,7.0,125043.0,movie,93.0,Comedy,Romance,,1
"Karate Kid, The",1984,3,no,7.3,242145.0,movie,126.0,Action,Drama,Family,1
Dune,1984,3,yes,6.3,170590.0,movie,137.0,Action,Adventure,Sci-Fi,1
This Is Spinal Tap,1984,1,no,7.9,146218.0,movie,82.0,Comedy,Music,,0
Beverly Hills Cop,1984,0,no,7.4,199870.0,movie,105.0,Action,Comedy,Crime,0
Supergirl,1984,3,no,4.4,23801.0,movie,124.0,Action,Adventure,Fantasy,1
A Soldier&#39;s Story,1984,0,no,7.2,11251.0,movie,101.0,Crime,Drama,Mystery,0
"Jewel in the Crown, The",1984,3,no,8.4,2388.0,tvMiniSeries,778.0,Drama,History,Romance,1
Blame It on Rio,1984,3,no,5.8,11648.0,movie,100.0,Comedy,Romance,,1
Love Streams,1984,3,no,7.6,6545.0,movie,141.0,Drama,,,1
Night of the Comet,1984,3,no,6.3,23681.0,movie,95.0,Comedy,Horror,Sci-Fi,1
A Private Function,1984,3,no,6.5,3146.0,movie,92.0,Comedy,,,1
Splash,1984,1,no,6.3,82713.0,movie,111.0,Comedy,Fantasy,Romance,0
"Natural, The",1984,1,no,7.4,52067.0,movie,138.0,Drama,Sport,,0
Poison for the Fairies,1984,3,no,7.2,2477.0,movie,90.0,Fantasy,Horror,,1
"Neverending Story, The",1984,1,no,7.3,155226.0,movie,102.0,Adventure,Drama,Family,0
A nightmare on Elm Street,1984,3,no,7.4,260109.0,movie,91.0,Horror,,,1
Purple Rain,1984,3,no,6.5,23571.0,movie,111.0,Drama,Music,Romance,1
Repo Man,1984,2,no,6.9,40381.0,movie,92.0,Action,Comedy,Crime,0
Non ci resta che piangere,1984,1,no,7.6,6989.0,movie,113.0,Comedy,Fantasy,,0
Protocol,1984,3,yes,5.4,5241.0,movie,96.0,Comedy,,,1
2010,1984,1,no,6.7,56544.0,movie,116.0,Adventure,Mystery,Sci-Fi,0
"Last Starfighter, The",1984,3,no,6.7,45607.0,movie,100.0,Action,Adventure,Sci-Fi,1
"Muppets Take Manhattan, The",1984,3,no,6.8,22574.0,movie,94.0,Adventure,Comedy,Drama,1
Top Secret!,1984,0,no,7.2,72271.0,movie,90.0,Comedy,Crime,Music,0
A Passage to India,1984,3,no,7.3,20377.0,movie,164.0,Adventure,Drama,History,1
Body Double,1984,2,no,6.8,37563.0,movie,114.0,Crime,Drama,Mystery,0
Friday the 13th Part IV: The Final Chapter,1984,3,no,6.0,58525.0,movie,91.0,Horror,Thriller,,1
Secret Places,1984,3,no,7.0,116.0,movie,98.0,Drama,,,1
Blood Simple.,1984,1,no,7.5,103977.0,movie,99.0,Crime,Drama,Thriller,0
Revenge of the Nerds,1984,1,no,6.6,57966.0,movie,90.0,Comedy,,,0
Another Country,1984,0,no,7.0,6854.0,movie,90.0,Biography,Drama,History,0
Starman,1984,0,no,7.0,51141.0,movie,115.0,Romance,Sci-Fi,,0
Children of the Corn,1984,3,no,5.6,56812.0,movie,92.0,Horror,Thriller,,1
Trancers,1984,1,no,6.0,7432.0,movie,76.0,Action,Sci-Fi,,0
Once Upon A Time In America,1984,1,no,8.3,374203.0,movie,229.0,Crime,Drama,,0
Bachelor Party,1984,3,no,6.3,42347.0,movie,105.0,Comedy,,,1
Johnny Dangerously,1984,3,no,6.5,16272.0,movie,90.0,Comedy,Crime,,1
Godzilla 1985,1984,0,no,6.1,6809.0,movie,87.0,Action,Horror,Sci-Fi,0
"Silent Night, Deadly Night",1984,3,yes,5.8,18655.0,movie,79.0,Horror,Thriller,,1
Los santos inocentes,1984,3,no,8.1,4630.0,movie,107.0,Drama,,,1
"Philadelphia Experiment, The",1984,1,no,6.1,16603.0,movie,102.0,Adventure,Drama,Romance,0
"Ice Pirates, The",1984,2,no,5.6,11742.0,movie,91.0,Action,Adventure,Comedy,0
Best Defense,1984,2,no,3.8,6382.0,movie,94.0,Comedy,War,,0
Angel,1984,3,no,5.8,4506.0,movie,94.0,Action,Crime,Thriller,1
Razorback,1984,1,no,6.0,7766.0,movie,95.0,Horror,Thriller,,0
El pico 2,1984,1,no,6.4,608.0,movie,120.0,Drama,,,0
Nineteen Eighty-Four,1984,1,no,7.1,78180.0,movie,113.0,Drama,Sci-Fi,,0
Romancing the Stone,1984,3,no,6.9,102322.0,movie,106.0,Action,Adventure,Comedy,1
"Initiation, The",1984,3,no,5.6,4410.0,movie,97.0,Horror,Mystery,Thriller,1
All of Me,1984,2,no,6.6,19644.0,movie,93.0,Comedy,Fantasy,Romance,0
Rhinestone,1984,3,no,4.0,7971.0,movie,111.0,Comedy,Music,,1
C.H.U.D.,1984,2,no,5.6,13812.0,movie,88.0,Horror,Sci-Fi,,0
Marche &agrave; l&#39;ombre,1984,1,no,6.6,1588.0,movie,90.0,Comedy,Drama,,0
Zwei Nasen tanken Super,1984,1,no,4.4,1061.0,movie,95.0,Comedy,,,0
"Warrior and the Sorceress, The",1984,0,no,4.2,2477.0,movie,81.0,Adventure,Fantasy,,0
She,1984,1,no,4.8,1976.0,movie,106.0,Action,Adventure,Fantasy,0
Emmanuelle IV,1984,3,no,3.4,1712.0,movie,92.0,Drama,Romance,,1
Double Trouble,1984,0,no,7.1,11285.0,movie,99.0,Action,Comedy,,0
Back to the Future,1985,2,yes,8.5,1292269.0,movie,116.0,Adventure,Comedy,Sci-Fi,0
"Breakfast Club, The",1985,3,yes,7.8,432348.0,movie,97.0,Comedy,Drama,,1
Just One of the Guys,1985,3,no,6.5,17575.0,movie,100.0,Comedy,Romance,,1
Red Sonja,1985,3,no,5.1,44523.0,movie,89.0,Action,Adventure,Fantasy,1
Otac na sluzbenom putu,1985,3,yes,7.7,10026.0,movie,136.0,Drama,,,1
Weird Science,1985,3,no,6.6,96552.0,movie,94.0,Comedy,Romance,Sci-Fi,1
Police Academy 2: Their First Assignment,1985,1,no,5.8,58745.0,movie,87.0,Comedy,,,0
Agnes of God,1985,3,no,6.6,7990.0,movie,98.0,Drama,Mystery,,1
Tomo yo shizukani nemure,1985,2,no,6.6,61.0,movie,103.0,Crime,Drama,,0
Girls Just Want to Have Fun,1985,3,no,6.0,12815.0,movie,90.0,Comedy,Music,Romance,1
Brazil,1985,3,no,7.9,210060.0,movie,132.0,Drama,Sci-Fi,Thriller,1
Anne of Green Gables,1985,3,no,8.5,22462.0,tvMiniSeries,199.0,Drama,Family,,1
Sans toi ni loi (Vagabond),1985,3,no,7.7,13412.0,movie,105.0,Drama,,,1
"Color Purple, The",1985,3,no,7.7,95926.0,movie,154.0,Drama,,,1
Real Genius,1985,1,no,6.9,37369.0,movie,108.0,Comedy,Romance,Sci-Fi,0
White Nights,1985,1,no,6.6,8132.0,movie,136.0,Drama,Music,,0
Clue,1985,3,no,7.2,107828.0,movie,94.0,Comedy,Crime,Mystery,1
Ladyhawke,1985,0,no,6.9,50437.0,movie,121.0,Adventure,Comedy,Drama,0
A Room with a View,1985,3,no,7.2,47366.0,movie,117.0,Drama,Romance,,1
Dim Sum: A Little Bit of Heart,1985,3,no,6.6,607.0,movie,84.0,Comedy,,,1
Desperately Seeking Susan,1985,3,no,6.1,25668.0,movie,104.0,Comedy,Drama,,1
Huang tudi (Yellow Earth),1985,0,no,7.1,2543.0,movie,86.0,Drama,History,Music,0
"Trip To Bountiful, The",1985,3,no,7.4,5229.0,movie,108.0,Drama,,,1
Fletch,1985,1,no,6.9,57291.0,movie,98.0,Comedy,Crime,Mystery,0
"Black Cauldron, The",1985,3,no,6.3,40193.0,movie,80.0,Action,Adventure,Animation,1
Enemy Mine,1985,0,no,6.8,50895.0,movie,108.0,Action,Adventure,Drama,0
Fandango,1985,0,no,6.7,8656.0,movie,91.0,Comedy,Drama,,0
Mr Vampire (Geung si sin sang),1985,1,no,7.3,4548.0,movie,96.0,Action,Comedy,Fantasy,0
Ran,1985,1,no,8.2,134721.0,movie,160.0,Action,Drama,War,0
Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),1985,0,no,6.8,10408.0,movie,79.0,Adventure,Animation,Comedy,0
Commando,1985,1,no,6.7,173158.0,movie,90.0,Action,Adventure,Thriller,0
Wetherby,1985,3,no,6.5,1743.0,movie,102.0,Drama,Mystery,,1
Return to Oz,1985,3,no,6.7,30061.0,movie,113.0,Adventure,Family,Fantasy,1
"Goonies, The",1985,3,no,7.7,295427.0,movie,114.0,Adventure,Comedy,Family,1
Better Off Dead,1985,3,yes,7.1,48881.0,movie,97.0,Comedy,Romance,,1
Starchaser: The Legend of Orin,1985,1,no,6.4,2483.0,movie,100.0,Action,Adventure,Animation,0
Desert Hearts,1985,3,no,7.1,7186.0,movie,91.0,Drama,Romance,,1
A Chorus Line,1985,3,no,6.2,11489.0,movie,113.0,Drama,Music,Musical,1
Sweet Dreams,1985,3,no,7.0,5316.0,movie,115.0,Biography,Drama,Music,1
Day of the Dead,1985,0,no,7.1,73826.0,movie,101.0,Horror,Thriller,,0
After Hours,1985,2,no,7.6,79569.0,movie,97.0,Comedy,Crime,Drama,0
Legend,1985,3,yes,6.3,71746.0,movie,94.0,Adventure,Fantasy,Romance,1
"Care Bears Movie, The",1985,3,no,5.6,5816.0,movie,77.0,Adventure,Animation,Comedy,1
Detective,1985,1,no,5.7,2304.0,movie,95.0,Comedy,Crime,Drama,0
Barbarian Queen,1985,3,no,4.1,3038.0,movie,74.0,Adventure,Fantasy,,1
Phenomena,1985,3,no,6.7,29715.0,movie,116.0,Crime,Horror,Mystery,1
"Official Story, The",1985,3,no,7.7,10721.0,movie,112.0,Drama,History,,1
My Beautiful Laundrette,1985,2,no,6.8,17151.0,movie,97.0,Comedy,Drama,Romance,0
Purple Rose of Cairo,1985,3,no,7.7,54665.0,movie,82.0,Comedy,Fantasy,Romance,1
"Sure Thing, The",1985,3,no,7.0,22037.0,movie,100.0,Comedy,Drama,Romance,1
Friday the 13th: A New Beginning,1985,3,no,4.7,43425.0,movie,92.0,Horror,Mystery,Thriller,1
Re-Animator,1985,0,no,7.2,70818.0,movie,84.0,Comedy,Horror,Sci-Fi,0
Spies Like Us,1985,1,no,6.4,52638.0,movie,102.0,Adventure,Comedy,,0
Witness,1985,3,yes,7.4,103603.0,movie,112.0,Drama,Romance,Thriller,1
"Legend of Billie Jean, The",1985,3,no,6.6,11465.0,movie,96.0,Action,Drama,,1
Tampopo,1985,1,no,7.9,22195.0,movie,114.0,Comedy,,,0
Fright Night,1985,2,no,7.1,77844.0,movie,106.0,Horror,,,0
A Nightmare on Elm Street 2: Freddy&#39;s Revenge,1985,3,no,5.4,76658.0,movie,87.0,Horror,,,1
Out of Africa,1985,3,no,7.1,85392.0,movie,161.0,Biography,Drama,Romance,1
Come and See,1985,0,no,8.4,94601.0,movie,142.0,Drama,Thriller,War,0
A View to a Kill,1985,1,no,6.3,104103.0,movie,131.0,Action,Adventure,Thriller,0
"Quiet Earth, The",1985,0,no,6.7,27422.0,movie,91.0,Drama,Mystery,Sci-Fi,0
Kiss of the Spider Woman,1985,2,no,7.3,17196.0,movie,120.0,Drama,,,0
Rambo: First Blood Part II,1985,0,no,6.5,180953.0,movie,96.0,Action,Adventure,Thriller,0
Dreamchild,1985,3,no,6.7,1732.0,movie,94.0,Biography,Comedy,Drama,1
Rocky IV,1985,2,no,6.9,224443.0,movie,91.0,Drama,Sport,,0
Angel&#39;s Egg,1985,0,no,7.5,11720.0,video,71.0,Animation,Drama,Fantasy,0
Flesh+Blood,1985,3,no,6.7,19694.0,movie,126.0,Adventure,Drama,,1
Night on the Galactic Railroad,1985,0,no,7.0,2346.0,movie,113.0,Adventure,Animation,Drama,0
Ninja Terminator,1985,2,yes,4.4,1387.0,movie,88.0,Action,Adventure,,0
La Negrita: the Miracle of Our Lady of Los Angeles,1985,1,no,,,movie,90.0,Drama,Family,,0
Esperando la carroza,1985,3,no,8.0,7169.0,movie,94.0,Comedy,,,1
Howling II: ... Your Sister Is a Werewolf,1985,2,no,3.7,8019.0,movie,91.0,Horror,Thriller,,0
Bebukottak,1985,0,no,8.0,349.0,movie,91.0,Documentary,,,0
"Treasure of Swamp Castle, The",1985,2,no,7.9,2147.0,movie,76.0,Adventure,Animation,Comedy,0
Pee-wee&#39;s Big Adventure,1985,1,no,7.0,58711.0,movie,91.0,Adventure,Comedy,Family,0
Les specialistes,1985,0,no,6.4,1175.0,movie,94.0,Adventure,Crime,,0
"Last Dragon, The",1985,3,yes,6.8,17294.0,movie,109.0,Action,Comedy,Drama,1
Teen Wolf,1985,2,no,6.1,59048.0,movie,91.0,Comedy,Fantasy,Romance,0
Pale Rider,1985,2,no,7.3,64109.0,movie,115.0,Drama,Western,,0
Ocean Drive Weekend,1985,3,no,5.6,84.0,movie,77.0,Comedy,,,1
Sindhu Bhairavi,1985,2,no,7.6,300.0,movie,159.0,Drama,,,0
Die Einsteiger,1985,1,no,5.1,1026.0,movie,100.0,Comedy,,,0
Short Circuit,1986,3,no,6.6,65796.0,movie,98.0,Comedy,Family,Sci-Fi,1
Ferris Bueller&#39;s Day Off,1986,3,yes,7.8,383206.0,movie,103.0,Comedy,,,1
Labyrinth,1986,3,yes,7.3,148090.0,movie,101.0,Adventure,Family,Fantasy,1
Aliens,1986,3,yes,8.4,756056.0,movie,137.0,Action,Adventure,Sci-Fi,1
Tenk&ucirc; no shiro Rapyuta,1986,3,no,8.0,179807.0,movie,125.0,Adventure,Animation,Family,1
Police Academy 3: Back in Training,1986,1,no,5.4,48295.0,movie,83.0,Comedy,,,0
Stand By Me,1986,0,no,8.1,436625.0,movie,89.0,Adventure,Comedy,Drama,0
Hannah and Her Sisters,1986,3,no,7.8,76162.0,movie,107.0,Comedy,Drama,,1
Highlander,1986,2,no,7.0,146046.0,movie,116.0,Action,Adventure,Fantasy,0
Kin-Dza-Dza,1986,0,no,7.9,13631.0,movie,135.0,Comedy,Drama,Sci-Fi,0
"Clan of the Cave Bear, The",1986,3,no,5.4,6912.0,movie,98.0,Adventure,Drama,Fantasy,1
Top Gun,1986,2,no,6.9,496832.0,movie,109.0,Action,Drama,,0
Jumpin&#39; Jack Flash,1986,3,no,5.9,20626.0,movie,105.0,Comedy,Romance,Thriller,1
Little Shop of Horrors,1986,1,no,7.1,85421.0,movie,94.0,Comedy,Horror,Musical,0
Peggy Sue Got Married,1986,3,no,6.4,40451.0,movie,103.0,Comedy,Drama,Fantasy,1
Big Trouble in Little China,1986,3,no,7.2,152318.0,movie,99.0,Action,Adventure,Comedy,1
"Money Pit, The",1986,2,no,6.4,61730.0,movie,91.0,Comedy,,,0
Armed and Dangerous,1986,1,no,5.7,12622.0,movie,88.0,Action,Comedy,Crime,0
An American Tail,1986,3,yes,6.9,57610.0,movie,80.0,Adventure,Animation,Comedy,1
Star Trek IV:  The Voyage Home,1986,3,yes,7.3,90857.0,movie,119.0,Action,Adventure,Comedy,1
SpaceCamp,1986,3,no,5.7,15759.0,movie,107.0,Adventure,Family,Sci-Fi,1
Blue Velvet,1986,1,no,7.7,213510.0,movie,120.0,Crime,Drama,Mystery,0
When the Wind Blows,1986,0,no,7.7,12458.0,movie,84.0,Animation,Drama,War,0
"Fly, The",1986,2,no,7.6,199660.0,movie,96.0,Drama,Horror,Sci-Fi,0
"Adventures of Milo and Otis, The",1986,1,no,6.9,12599.0,movie,90.0,Adventure,Drama,Family,0
"&#39;night, Mother",1986,3,no,7.6,2524.0,movie,96.0,Drama,,,1
Down by Law,1986,1,no,7.7,54924.0,movie,107.0,Comedy,Crime,Drama,0
Project A-ko,1986,3,no,6.9,1446.0,movie,86.0,Action,Adventure,Animation,1
Platoon,1986,0,no,8.1,435629.0,movie,120.0,Drama,War,,0
Crocodile Dundee,1986,3,yes,6.6,114379.0,movie,97.0,Action,Adventure,Comedy,1
"Great Mouse Detective, The",1986,1,no,7.1,53827.0,movie,74.0,Adventure,Animation,Family,0
"Transformers: The Movie, The",1986,0,no,7.2,41673.0,movie,84.0,Action,Adventure,Animation,0
Pretty in Pink,1986,3,no,6.7,87838.0,movie,97.0,Comedy,Drama,Romance,1
Hour of the Star,1986,3,no,7.4,1417.0,movie,96.0,Drama,,,1
Flight of the Navigator,1986,3,no,6.9,51280.0,movie,90.0,Adventure,Comedy,Family,1
"Parent Trap II, The",1986,3,no,6.0,2292.0,tvMovie,81.0,Comedy,Family,,1
Back to School,1986,1,no,6.7,35756.0,movie,96.0,Comedy,Romance,Sport,0
Ruthless People,1986,3,no,6.9,30291.0,movie,93.0,Comedy,Crime,,1
Howard The Duck,1986,3,yes,4.7,50285.0,movie,110.0,Action,Adventure,Comedy,1
Maximum Overdrive,1986,2,no,5.4,35434.0,movie,98.0,Action,Comedy,Horror,0
F/X,1986,1,no,6.7,21972.0,movie,109.0,Action,Thriller,,0
Asterix in Britain (Asterix chez les Bretons),1986,0,no,7.1,12411.0,movie,79.0,Adventure,Animation,Comedy,0
Captain EO,1986,1,no,6.3,4613.0,short,17.0,Adventure,Fantasy,Musical,0
!Three Amigos!,1986,2,no,6.5,82707.0,movie,104.0,Comedy,Western,,0
Rosa Luxemburg,1986,3,no,6.9,1899.0,movie,120.0,Biography,Drama,History,1
Manhunter,1986,1,no,7.2,80060.0,movie,120.0,Crime,Mystery,Thriller,0
Il caso Moro,1986,0,no,7.1,481.0,movie,110.0,Crime,Drama,History,0
Peking Opera Blues,1986,3,no,7.3,2628.0,movie,104.0,Action,Comedy,,1
"Karate Kid, Part II, The",1986,1,no,6.1,97979.0,movie,113.0,Action,Family,Sport,0
Children of a Lesser God,1986,3,no,7.2,18474.0,movie,119.0,Drama,Romance,,1
April Fool&#39;s Day,1986,3,no,6.1,18093.0,movie,89.0,Horror,Mystery,,1
"Mission, The",1986,0,no,7.4,65130.0,movie,125.0,Adventure,Drama,History,0
From Beyond,1986,3,no,6.6,30189.0,movie,85.0,Horror,Sci-Fi,,1
"Name Of The Rose, The",1986,0,yes,7.7,116136.0,movie,130.0,Drama,Mystery,Thriller,0
"Manhattan Project, The",1986,2,no,6.1,6793.0,movie,117.0,Sci-Fi,Thriller,,0
Matador,1986,3,no,6.9,12853.0,movie,110.0,Drama,Thriller,,1
"Fugitives, The",1986,0,no,7.0,7776.0,movie,95.0,Comedy,Crime,Drama,0
Pirates,1986,0,no,6.0,9370.0,movie,121.0,Action,Adventure,Comedy,0
Critters,1986,2,yes,6.1,38961.0,movie,86.0,Comedy,Horror,Sci-Fi,0
Chopping Mall,1986,3,no,5.6,17000.0,movie,77.0,Horror,Sci-Fi,,1
Deadly Friend,1986,2,no,5.5,8633.0,movie,91.0,Drama,Horror,Sci-Fi,0
Macskafogo,1986,1,no,8.3,10663.0,movie,96.0,Adventure,Animation,Comedy,0
Terrorizers,1986,2,no,7.7,5354.0,movie,109.0,Crime,Drama,,0
She&#39;s Gotta Have It,1986,3,no,6.8,16105.0,movie,84.0,Comedy,Romance,,1
Under the Cherry Moon,1986,3,no,5.0,3771.0,movie,100.0,Comedy,Drama,Music,1
A Better Tomorrow,1986,0,no,7.4,25202.0,movie,95.0,Action,Crime,Drama,0
About Last Night,1986,3,no,6.3,17186.0,movie,113.0,Comedy,Drama,Romance,1
Cobra,1986,1,no,5.8,78970.0,movie,87.0,Action,Crime,Thriller,0
Iron Eagle,1986,1,no,5.5,15744.0,movie,117.0,Action,Thriller,War,0
"Delta Force, The",1986,1,no,5.6,21741.0,movie,125.0,Action,Adventure,Drama,0
"No Retreat, No Surrender",1986,0,no,5.6,18580.0,movie,85.0,Action,Comedy,Crime,0
"Defiant Ones, The",1986,0,no,6.1,430.0,tvMovie,100.0,Crime,Drama,,0
Friday the 13th Part VI: Jason Lives,1986,3,no,6.0,50659.0,movie,86.0,Horror,Thriller,,1
"Texas Chainsaw Massacre Part 2, The",1986,0,no,5.6,37475.0,movie,101.0,Comedy,Horror,,0
"Good Morning, Vietnam",1987,1,yes,7.3,152292.0,movie,121.0,Biography,Comedy,Drama,0
Dirty Dancing,1987,3,yes,7.0,253156.0,movie,100.0,Drama,Music,Romance,1
"Princess Bride, The",1987,2,yes,8.0,447618.0,movie,98.0,Adventure,Comedy,Family,0
RoboCop,1987,1,no,7.6,279818.0,movie,102.0,Action,Crime,Sci-Fi,0
Police Academy 4: Citizens on Patrol,1987,1,no,5.0,45422.0,movie,88.0,Comedy,Crime,,0
Full Metal Jacket,1987,0,no,8.3,783361.0,movie,116.0,Drama,War,,0
Babette&#39;s Feast,1987,3,no,7.8,21731.0,movie,103.0,Drama,,,1
"Wonderful Wizard of Oz, The",1987,3,no,,,,,,,,1
Housekeeping,1987,3,no,7.1,2882.0,movie,116.0,Comedy,Drama,,1
Overboard,1987,3,no,6.9,66844.0,movie,112.0,Comedy,Romance,,1
Lethal Weapon,1987,1,no,7.6,274222.0,movie,109.0,Action,Crime,Thriller,0
Spaceballs,1987,3,yes,7.1,204721.0,movie,96.0,Adventure,Comedy,Sci-Fi,1
September,1987,3,no,6.5,10340.0,movie,83.0,Drama,,,1
"Whales Of August, The",1987,3,no,7.1,5248.0,movie,90.0,Drama,,,1
Beverly Hills Cop II,1987,1,no,6.5,128752.0,movie,100.0,Action,Comedy,Crime,0
Around the World in Eighty Ways,1987,3,yes,6.3,83.0,movie,91.0,Comedy,,,1
Withnail &amp; I,1987,1,no,7.5,47435.0,movie,107.0,Comedy,Drama,,0
84 Charing Cross Road,1987,3,no,7.4,11097.0,movie,100.0,Biography,Drama,Romance,1
Predator,1987,0,no,7.8,449843.0,movie,107.0,Action,Adventure,Horror,0
House of Games,1987,3,no,7.2,23861.0,movie,102.0,Crime,Thriller,,1
Bagdad Cafe,1987,3,no,7.4,15004.0,movie,95.0,Comedy,Drama,,1
I&#39;ve Heard the Mermaids Singing,1987,3,no,6.7,1899.0,movie,83.0,Comedy,Drama,,1
Wings of Desire,1987,0,no,7.9,76085.0,movie,128.0,Drama,Fantasy,Romance,0
"Witches of Eastwick, The",1987,3,no,6.5,76598.0,movie,118.0,Comedy,Fantasy,Horror,1
